project_id,project_name,project_text,explicit_skills,extracted_skills,required_skills,required_skill_count
proj_0166,AI-Driven CleanTech Predictive Analytics Engine,AI-Driven CleanTech Predictive Analytics Engine. Machine learning pipeline leveraging OpenCV for anomaly detection and forecasting in CleanTech.. Role: Data Scientist.,"[""OpenCV"", ""Problem Solving"", ""PyTorch"", ""Vector Embeddings""]","[""Data Scientist"", ""OpenCV""]","[""Data Scientist"", ""OpenCV"", ""Problem Solving"", ""PyTorch"", ""Vector Embeddings""]",5
proj_0167,Precision CleanTech Simulation Suite,Precision CleanTech Simulation Suite. High-fidelity finite element modeling and fluid dynamics analysis platform built with OpenCV.. Role: Simulation Specialist.,"[""OpenCV"", ""Problem Solving"", ""PyTorch"", ""Rapid Prototyping""]","[""OpenCV""]","[""OpenCV"", ""Problem Solving"", ""PyTorch"", ""Rapid Prototyping""]",4
proj_0168,Decentralized Motion Planning Smart Platform,Decentralized Motion Planning Smart Platform. High-throughput microservices architecture powered by Motion Planning for scalable transaction processing.. Role: Backend Engineer.,"[""Autonomous Navigation"", ""Motion Planning"", ""Rapid Prototyping"", ""Robotics Kinematics""]","[""Backend Engineer"", ""Microservices"", ""Motion Planning""]","[""Autonomous Navigation"", ""Backend Engineer"", ""Microservices"", ""Motion Planning"", ""Rapid Prototyping"", ""Robotics Kinematics""]",6
proj_0169,NextGen Aerospace Mobile Assistant,NextGen Aerospace Mobile Assistant. Cross-platform mobile application built using Team Leadership to streamline workflow management in Aerospace.. Role: UI/UX Designer.,"[""Rapid Prototyping"", ""Strategic Planning"", ""Team Leadership""]","[""Team Leadership"", ""UI/UX Designer""]","[""Rapid Prototyping"", ""Strategic Planning"", ""Team Leadership"", ""UI/UX Designer""]",4
proj_0170,Decentralized Team Leadership Smart Platform,Decentralized Team Leadership Smart Platform. High-throughput microservices architecture powered by Team Leadership for scalable transaction processing.. Role: Full Stack Developer.,"[""Pitching"", ""Strategic Planning"", ""Team Leadership""]","[""Full Stack Developer"", ""Microservices"", ""Team Leadership""]","[""Full Stack Developer"", ""Microservices"", ""Pitching"", ""Strategic Planning"", ""Team Leadership""]",5
proj_0171,AI-Driven Cybersecurity Predictive Analytics Engine,AI-Driven Cybersecurity Predictive Analytics Engine. Machine learning pipeline leveraging Bioinformatics for anomaly detection and forecasting in Cybersecurity.. Role: ML Engineer.,"[""Bioinformatics"", ""Biostatistics"", ""Presentation"", ""PyMOL""]","[""Bioinformatics"", ""Cybersecurity""]","[""Bioinformatics"", ""Biostatistics"", ""Cybersecurity"", ""Presentation"", ""PyMOL""]",5
proj_0172,Precision Cloud Simulation Suite,Precision Cloud Simulation Suite. High-fidelity finite element modeling and fluid dynamics analysis platform built with Team Leadership.. Role: Simulation Specialist.,"[""Presentation"", ""Strategic Planning"", ""Team Leadership""]","[""Team Leadership""]","[""Presentation"", ""Strategic Planning"", ""Team Leadership""]",3
proj_0173,AI-Driven Product Predictive Analytics Engine,AI-Driven Product Predictive Analytics Engine. Machine learning pipeline leveraging Hydrology for anomaly detection and forecasting in Product.. Role: Data Scientist.,"[""Git"", ""Hydrology"", ""Revit""]","[""Data Scientist"", ""Hydrology""]","[""Data Scientist"", ""Git"", ""Hydrology"", ""Revit""]",4
proj_0174,Precision CleanTech Simulation Suite,Precision CleanTech Simulation Suite. High-fidelity finite element modeling and fluid dynamics analysis platform built with OWASP.. Role: CAD/CAE Engineer.,"[""Cryptography"", ""Ethical Hacking"", ""OWASP"", ""Team Leadership""]","[""OWASP""]","[""Cryptography"", ""Ethical Hacking"", ""OWASP"", ""Team Leadership""]",4
proj_0175,Cloud-Native EdTech Security Shield,Cloud-Native EdTech Security Shield. Zero-trust security monitoring and intrusion detection system using Hydrology.. Role: DevOps Engineer.,"[""Drone Mapping"", ""Hydrology"", ""Soil Mechanics"", ""Team Leadership""]","[""DevOps"", ""DevOps Engineer"", ""Hydrology""]","[""DevOps"", ""DevOps Engineer"", ""Drone Mapping"", ""Hydrology"", ""Soil Mechanics"", ""Team Leadership""]",6
proj_0176,AI-Driven Mobile Predictive Analytics Engine,AI-Driven Mobile Predictive Analytics Engine. Machine learning pipeline leveraging Arduino for anomaly detection and forecasting in Mobile.. Role: ML Engineer.,"[""Arduino"", ""Rapid Prototyping"", ""SCADA""]","[""Arduino""]","[""Arduino"", ""Rapid Prototyping"", ""SCADA""]",3
proj_0177,Bio-Inspired Design Diagnostic Pipeline,Bio-Inspired Design Diagnostic Pipeline. Computational genomics and sequence analysis tool leveraging Genomics for medical diagnostics.. Role: Bioinformatics Specialist.,"[""Biostatistics"", ""Genomics"", ""Molecular Biology""]","[""Bioinformatics"", ""Bioinformatics Specialist"", ""Genomics""]","[""Bioinformatics"", ""Bioinformatics Specialist"", ""Biostatistics"", ""Genomics"", ""Molecular Biology""]",5
proj_0178,Decentralized Heat Transfer Smart Platform,Decentralized Heat Transfer Smart Platform. High-throughput microservices architecture powered by Heat Transfer for scalable transaction processing.. Role: Full Stack Developer.,"[""Chemical Safety"", ""Communication"", ""Heat Transfer"", ""Process Control"", ""Reaction Engineering""]","[""Full Stack Developer"", ""Heat Transfer"", ""Microservices""]","[""Chemical Safety"", ""Communication"", ""Full Stack Developer"", ""Heat Transfer"", ""Microservices"", ""Process Control"", ""Reaction Engineering""]",7
proj_0179,Precision Aerospace Simulation Suite,Precision Aerospace Simulation Suite. High-fidelity finite element modeling and fluid dynamics analysis platform built with Python.. Role: Simulation Specialist.,"[""Pandas"", ""Prompt Engineering"", ""Python"", ""TensorFlow""]","[""Python""]","[""Pandas"", ""Prompt Engineering"", ""Python"", ""TensorFlow""]",4
proj_0180,Autonomous Polymer Chemistry Navigation System,Autonomous Polymer Chemistry Navigation System. Real-time path planning and obstacle avoidance pipeline utilizing Polymer Chemistry and sensor fusion.. Role: AI Developer.,"[""ASPEN Plus"", ""Chemical Safety"", ""Polymer Chemistry""]","[""Obstacle Avoidance"", ""Path Planning"", ""Polymer Chemistry"", ""Sensor Fusion""]","[""ASPEN Plus"", ""Chemical Safety"", ""Obstacle Avoidance"", ""Path Planning"", ""Polymer Chemistry"", ""Sensor Fusion""]",6
proj_0181,Decentralized CFD Smart Platform,Decentralized CFD Smart Platform. High-throughput microservices architecture powered by CFD for scalable transaction processing.. Role: Full Stack Developer.,"[""AutoCAD"", ""CFD""]","[""CFD"", ""Full Stack Developer"", ""Microservices""]","[""AutoCAD"", ""CFD"", ""Full Stack Developer"", ""Microservices""]",4
proj_0182,Bio-Inspired AI/ML Diagnostic Pipeline,Bio-Inspired AI/ML Diagnostic Pipeline. Computational genomics and sequence analysis tool leveraging Arena Simulation for medical diagnostics.. Role: Data Analyst.,"[""Arena Simulation"", ""Git"", ""Python""]","[""Arena Simulation"", ""Genomics""]","[""Arena Simulation"", ""Genomics"", ""Git"", ""Python""]",4
proj_0183,Cloud-Native AI/ML Security Shield,Cloud-Native AI/ML Security Shield. Zero-trust security monitoring and intrusion detection system using Supply Chain.. Role: DevOps Engineer.,"[""Git"", ""Problem Solving"", ""Python"", ""Supply Chain""]","[""DevOps"", ""DevOps Engineer"", ""Supply Chain""]","[""DevOps"", ""DevOps Engineer"", ""Git"", ""Problem Solving"", ""Python"", ""Supply Chain""]",6
proj_0184,NextGen Aerospace Mobile Assistant,NextGen Aerospace Mobile Assistant. Cross-platform mobile application built using AutoCAD to streamline workflow management in Aerospace.. Role: Mobile Developer.,"[""AutoCAD"", ""Communication"", ""Drone Mapping"", ""Hydrology"", ""Soil Mechanics""]","[""AutoCAD"", ""Mobile Developer""]","[""AutoCAD"", ""Communication"", ""Drone Mapping"", ""Hydrology"", ""Mobile Developer"", ""Soil Mechanics""]",6
proj_0185,Precision Aerospace Simulation Suite,Precision Aerospace Simulation Suite. High-fidelity finite element modeling and fluid dynamics analysis platform built with Software Engineering.. Role: CAD/CAE Engineer.,"[""Database Administration"", ""React"", ""Software Engineering"", ""Team Leadership""]","[""Software Engineering""]","[""Database Administration"", ""React"", ""Software Engineering"", ""Team Leadership""]",4
proj_0186,Decentralized Genomics Smart Platform,Decentralized Genomics Smart Platform. High-throughput microservices architecture powered by Genomics for scalable transaction processing.. Role: Backend Engineer.,"[""Bioinformatics"", ""Genomics"", ""Microbiology""]","[""Backend Engineer"", ""Genomics"", ""Microservices""]","[""Backend Engineer"", ""Bioinformatics"", ""Genomics"", ""Microbiology"", ""Microservices""]",5
proj_0187,Decentralized Wireshark Smart Platform,Decentralized Wireshark Smart Platform. High-throughput microservices architecture powered by Wireshark for scalable transaction processing.. Role: Full Stack Developer.,"[""Cryptography"", ""Ethical Hacking"", ""Network Security"", ""Team Leadership"", ""Wireshark""]","[""Full Stack Developer"", ""Microservices"", ""Wireshark""]","[""Cryptography"", ""Ethical Hacking"", ""Full Stack Developer"", ""Microservices"", ""Network Security"", ""Team Leadership"", ""Wireshark""]",7
proj_0188,NextGen Civil Mobile Assistant,NextGen Civil Mobile Assistant. Cross-platform mobile application built using Linux to streamline workflow management in Civil.. Role: Mobile Developer.,"[""Ethical Hacking"", ""Linux"", ""Wireshark""]","[""Linux"", ""Mobile Developer""]","[""Ethical Hacking"", ""Linux"", ""Mobile Developer"", ""Wireshark""]",4
proj_0189,IoT-Based Robotics Monitoring Mesh,IoT-Based Robotics Monitoring Mesh. Distributed telemetry network with embedded sensors for real-time Robotics data analysis.. Role: IoT Specialist.,"[""Fluid Mechanics"", ""Git"", ""Mass Transfer"", ""Process Control""]","[""Data Analysis"", ""IoT"", ""Sensors"", ""Telemetry""]","[""Data Analysis"", ""Fluid Mechanics"", ""Git"", ""IoT"", ""Mass Transfer"", ""Process Control"", ""Sensors"", ""Telemetry""]",8
proj_0190,Decentralized Deep Learning Smart Platform,Decentralized Deep Learning Smart Platform. High-throughput microservices architecture powered by Deep Learning for scalable transaction processing.. Role: Backend Engineer.,"[""Deep Learning"", ""Git"", ""Rapid Prototyping""]","[""Backend Engineer"", ""Deep Learning"", ""Microservices""]","[""Backend Engineer"", ""Deep Learning"", ""Git"", ""Microservices"", ""Rapid Prototyping""]",5
proj_0191,IoT-Based FinTech Monitoring Mesh,IoT-Based FinTech Monitoring Mesh. Distributed telemetry network with embedded sensors for real-time FinTech data analysis.. Role: Embedded Systems Developer.,"[""Aerodynamics"", ""Rapid Prototyping"", ""SolidWorks""]","[""Data Analysis"", ""Embedded Systems"", ""Embedded Systems Developer"", ""IoT"", ""Sensors"", ""Telemetry""]","[""Aerodynamics"", ""Data Analysis"", ""Embedded Systems"", ""Embedded Systems Developer"", ""IoT"", ""Rapid Prototyping"", ""Sensors"", ""SolidWorks"", ""Telemetry""]",9
proj_0192,Cloud-Native Logistics Security Shield,Cloud-Native Logistics Security Shield. Zero-trust security monitoring and intrusion detection system using Wireshark.. Role: Cybersecurity Analyst.,"[""Metasploit"", ""Presentation"", ""Wireshark""]","[""Cybersecurity"", ""Cybersecurity Analyst"", ""Wireshark""]","[""Cybersecurity"", ""Cybersecurity Analyst"", ""Metasploit"", ""Presentation"", ""Wireshark""]",5
proj_0193,Precision Biotech Simulation Suite,Precision Biotech Simulation Suite. High-fidelity finite element modeling and fluid dynamics analysis platform built with Sensors.. Role: Simulation Specialist.,"[""DCS"", ""Process Control"", ""Sensors""]","[""Sensors""]","[""DCS"", ""Process Control"", ""Sensors""]",3
proj_0194,Precision Mobile Simulation Suite,Precision Mobile Simulation Suite. High-fidelity finite element modeling and fluid dynamics analysis platform built with Medical AI.. Role: CAD/CAE Engineer.,"[""Biomedical Signal Processing"", ""Medical AI"", ""SolidWorks"", ""Team Leadership""]","[""Medical AI""]","[""Biomedical Signal Processing"", ""Medical AI"", ""SolidWorks"", ""Team Leadership""]",4
proj_0195,Precision EdTech Simulation Suite,Precision EdTech Simulation Suite. High-fidelity finite element modeling and fluid dynamics analysis platform built with 3ds Max.. Role: Simulation Specialist.,"[""3ds Max"", ""AutoCAD"", ""Grasshopper"", ""SketchUp"", ""Urban Planning""]","[""3ds Max""]","[""3ds Max"", ""AutoCAD"", ""Grasshopper"", ""SketchUp"", ""Urban Planning""]",5
proj_0196,Precision Healthcare Simulation Suite,Precision Healthcare Simulation Suite. High-fidelity finite element modeling and fluid dynamics analysis platform built with Python.. Role: Simulation Specialist.,"[""Arena Simulation"", ""Communication"", ""Python""]","[""Python""]","[""Arena Simulation"", ""Communication"", ""Python""]",3
proj_0197,Precision Cloud Simulation Suite,Precision Cloud Simulation Suite. High-fidelity finite element modeling and fluid dynamics analysis platform built with Vehicle Dynamics.. Role: Simulation Specialist.,"[""SolidWorks"", ""Thermodynamics"", ""Vehicle Dynamics""]","[""Vehicle Dynamics""]","[""SolidWorks"", ""Thermodynamics"", ""Vehicle Dynamics""]",3
proj_0198,AI-Driven Mobile Predictive Analytics Engine,AI-Driven Mobile Predictive Analytics Engine. Machine learning pipeline leveraging CATIA for anomaly detection and forecasting in Mobile.. Role: Data Scientist.,"[""CATIA"", ""Communication"", ""MATLAB""]","[""CATIA"", ""Data Scientist""]","[""CATIA"", ""Communication"", ""Data Scientist"", ""MATLAB""]",4
proj_0199,NextGen IoT Mobile Assistant,NextGen IoT Mobile Assistant. Cross-platform mobile application built using BIM to streamline workflow management in IoT.. Role: Mobile Developer.,"[""AutoCAD Civil 3D"", ""BIM""]","[""BIM"", ""IoT"", ""Mobile Developer""]","[""AutoCAD Civil 3D"", ""BIM"", ""IoT"", ""Mobile Developer""]",4
proj_0200,Decentralized Database Administration Smart Platform,Decentralized Database Administration Smart Platform. High-throughput microservices architecture powered by Database Administration for scalable transaction processing.. Role: Full Stack Developer.,"[""Android"", ""Cloud Computing"", ""Database Administration"", ""Spring Boot""]","[""Database Administration"", ""Full Stack Developer"", ""Microservices""]","[""Android"", ""Cloud Computing"", ""Database Administration"", ""Full Stack Developer"", ""Microservices"", ""Spring Boot""]",6
proj_0201,Autonomous Pitching Navigation System,Autonomous Pitching Navigation System. Real-time path planning and obstacle avoidance pipeline utilizing Pitching and sensor fusion.. Role: Robotics Engineer.,"[""Agile/Scrum"", ""Data Analytics"", ""Pitching"", ""Rapid Prototyping""]","[""Obstacle Avoidance"", ""Path Planning"", ""Pitching"", ""Robotics Engineer"", ""Sensor Fusion""]","[""Agile/Scrum"", ""Data Analytics"", ""Obstacle Avoidance"", ""Path Planning"", ""Pitching"", ""Rapid Prototyping"", ""Robotics Engineer"", ""Sensor Fusion""]",8
proj_0202,AI-Driven Mobile Predictive Analytics Engine,AI-Driven Mobile Predictive Analytics Engine. Machine learning pipeline leveraging Microservices for anomaly detection and forecasting in Mobile.. Role: ML Engineer.,"[""Linux"", ""Microservices""]","[""Microservices""]","[""Linux"", ""Microservices""]",2
proj_0203,Cloud-Native Design Security Shield,Cloud-Native Design Security Shield. Zero-trust security monitoring and intrusion detection system using Microservices.. Role: Cybersecurity Analyst.,"[""GraphQL"", ""Linux"", ""Microservices""]","[""Cybersecurity"", ""Cybersecurity Analyst"", ""Microservices""]","[""Cybersecurity"", ""Cybersecurity Analyst"", ""GraphQL"", ""Linux"", ""Microservices""]",5
proj_0204,Precision Civil Simulation Suite,Precision Civil Simulation Suite. High-fidelity finite element modeling and fluid dynamics analysis platform built with Instrumentation.. Role: Simulation Specialist.,"[""Instrumentation"", ""MATLAB"", ""PLC"", ""Process Control""]","[""Instrumentation""]","[""Instrumentation"", ""MATLAB"", ""PLC"", ""Process Control""]",4
proj_0205,Bio-Inspired AI/ML Diagnostic Pipeline,Bio-Inspired AI/ML Diagnostic Pipeline. Computational genomics and sequence analysis tool leveraging PLC for medical diagnostics.. Role: Bioinformatics Specialist.,"[""DCS"", ""Instrumentation"", ""PLC"", ""Process Control""]","[""Bioinformatics"", ""Bioinformatics Specialist"", ""Genomics"", ""PLC""]","[""Bioinformatics"", ""Bioinformatics Specialist"", ""DCS"", ""Genomics"", ""Instrumentation"", ""PLC"", ""Process Control""]",7
proj_0206,AI-Driven Robotics Predictive Analytics Engine,AI-Driven Robotics Predictive Analytics Engine. Machine learning pipeline leveraging MySQL for anomaly detection and forecasting in Robotics.. Role: Data Scientist.,"[""MySQL"", ""Presentation"", ""REST API""]","[""Data Scientist"", ""MySQL""]","[""Data Scientist"", ""MySQL"", ""Presentation"", ""REST API""]",4
proj_0207,AI-Driven IoT Predictive Analytics Engine,AI-Driven IoT Predictive Analytics Engine. Machine learning pipeline leveraging TensorFlow for anomaly detection and forecasting in IoT.. Role: Data Scientist.,"[""Python"", ""Team Leadership"", ""TensorFlow""]","[""Data Scientist"", ""IoT"", ""TensorFlow""]","[""Data Scientist"", ""IoT"", ""Python"", ""Team Leadership"", ""TensorFlow""]",5
proj_0208,Autonomous NLP Navigation System,Autonomous NLP Navigation System. Real-time path planning and obstacle avoidance pipeline utilizing NLP and sensor fusion.. Role: Robotics Engineer.,"[""HuggingFace"", ""NLP"", ""Scikit-Learn"", ""TensorFlow""]","[""NLP"", ""Obstacle Avoidance"", ""Path Planning"", ""Robotics Engineer"", ""Sensor Fusion""]","[""HuggingFace"", ""NLP"", ""Obstacle Avoidance"", ""Path Planning"", ""Robotics Engineer"", ""Scikit-Learn"", ""Sensor Fusion"", ""TensorFlow""]",8
proj_0209,AI-Driven EdTech Predictive Analytics Engine,AI-Driven EdTech Predictive Analytics Engine. Machine learning pipeline leveraging Merchandising for anomaly detection and forecasting in EdTech.. Role: Data Scientist.,"[""Adobe Illustrator"", ""Git"", ""Merchandising""]","[""Data Scientist"", ""Merchandising""]","[""Adobe Illustrator"", ""Data Scientist"", ""Git"", ""Merchandising""]",4
proj_0210,Decentralized Java Smart Platform,Decentralized Java Smart Platform. High-throughput microservices architecture powered by Java for scalable transaction processing.. Role: Full Stack Developer.,"[""Java"", ""Python"", ""React"", ""Software Engineering""]","[""Full Stack Developer"", ""Java"", ""Microservices""]","[""Full Stack Developer"", ""Java"", ""Microservices"", ""Python"", ""React"", ""Software Engineering""]",6
proj_0211,NextGen Logistics Mobile Assistant,NextGen Logistics Mobile Assistant. Cross-platform mobile application built using Java to streamline workflow management in Logistics.. Role: UI/UX Designer.,"[""Cloud Computing"", ""Java"", ""Web Development""]","[""Java"", ""UI/UX Designer""]","[""Cloud Computing"", ""Java"", ""UI/UX Designer"", ""Web Development""]",4
proj_0212,Precision AgriTech Simulation Suite,Precision AgriTech Simulation Suite. High-fidelity finite element modeling and fluid dynamics analysis platform built with Ethical Hacking.. Role: Simulation Specialist.,"[""Ethical Hacking"", ""Linux"", ""Network Security"", ""Penetration Testing"", ""Python""]","[""AgriTech"", ""Ethical Hacking""]","[""AgriTech"", ""Ethical Hacking"", ""Linux"", ""Network Security"", ""Penetration Testing"", ""Python""]",6
proj_0213,Autonomous Big Data Navigation System,Autonomous Big Data Navigation System. Real-time path planning and obstacle avoidance pipeline utilizing Big Data and sensor fusion.. Role: Robotics Engineer.,"[""Big Data"", ""Communication"", ""Data Visualization"", ""Statistical Modeling""]","[""Big Data"", ""Obstacle Avoidance"", ""Path Planning"", ""Robotics Engineer"", ""Sensor Fusion""]","[""Big Data"", ""Communication"", ""Data Visualization"", ""Obstacle Avoidance"", ""Path Planning"", ""Robotics Engineer"", ""Sensor Fusion"", ""Statistical Modeling""]",8
proj_0214,Bio-Inspired Healthcare Diagnostic Pipeline,Bio-Inspired Healthcare Diagnostic Pipeline. Computational genomics and sequence analysis tool leveraging Data Visualization for medical diagnostics.. Role: Bioinformatics Specialist.,"[""Communication"", ""Data Visualization"", ""Power BI""]","[""Bioinformatics"", ""Bioinformatics Specialist"", ""Data Visualization"", ""Genomics""]","[""Bioinformatics"", ""Bioinformatics Specialist"", ""Communication"", ""Data Visualization"", ""Genomics"", ""Power BI""]",6
proj_0215,Cloud-Native FinTech Security Shield,Cloud-Native FinTech Security Shield. Zero-trust security monitoring and intrusion detection system using CHEMCAD.. Role: Cybersecurity Analyst.,"[""ASPEN Plus"", ""CHEMCAD"", ""Mass Transfer"", ""Presentation""]","[""CHEMCAD"", ""Cybersecurity"", ""Cybersecurity Analyst""]","[""ASPEN Plus"", ""CHEMCAD"", ""Cybersecurity"", ""Cybersecurity Analyst"", ""Mass Transfer"", ""Presentation""]",6
proj_0216,AI-Driven AgriTech Predictive Analytics Engine,AI-Driven AgriTech Predictive Analytics Engine. Machine learning pipeline leveraging MATLAB for anomaly detection and forecasting in AgriTech.. Role: Data Scientist.,"[""C++"", ""ESP32"", ""MATLAB"", ""Signal Processing"", ""VHDL""]","[""AgriTech"", ""Data Scientist"", ""MATLAB""]","[""AgriTech"", ""C++"", ""Data Scientist"", ""ESP32"", ""MATLAB"", ""Signal Processing"", ""VHDL""]",7
proj_0217,Cloud-Native Automobile Security Shield,Cloud-Native Automobile Security Shield. Zero-trust security monitoring and intrusion detection system using Tableau.. Role: Cybersecurity Analyst.,"[""Problem Solving"", ""SQL"", ""Spark"", ""Statistical Modeling"", ""Tableau""]","[""Cybersecurity"", ""Cybersecurity Analyst"", ""Tableau""]","[""Cybersecurity"", ""Cybersecurity Analyst"", ""Problem Solving"", ""SQL"", ""Spark"", ""Statistical Modeling"", ""Tableau""]",7
proj_0218,Autonomous Robotics Kinematics Navigation System,Autonomous Robotics Kinematics Navigation System. Real-time path planning and obstacle avoidance pipeline utilizing Robotics Kinematics and sensor fusion.. Role: Robotics Engineer.,"[""Communication"", ""Motion Planning"", ""Robotics Kinematics"", ""Team Leadership""]","[""Kinematics"", ""Obstacle Avoidance"", ""Path Planning"", ""Robotics Engineer"", ""Robotics Kinematics"", ""Sensor Fusion""]","[""Communication"", ""Kinematics"", ""Motion Planning"", ""Obstacle Avoidance"", ""Path Planning"", ""Robotics Engineer"", ""Robotics Kinematics"", ""Sensor Fusion"", ""Team Leadership""]",9
proj_0219,NextGen Design Mobile Assistant,NextGen Design Mobile Assistant. Cross-platform mobile application built using Medical AI to streamline workflow management in Design.. Role: Mobile Developer.,"[""Git"", ""Medical AI"", ""Rapid Prototyping""]","[""Medical AI"", ""Mobile Developer""]","[""Git"", ""Medical AI"", ""Mobile Developer"", ""Rapid Prototyping""]",4
proj_0220,Decentralized MATLAB Smart Platform,Decentralized MATLAB Smart Platform. High-throughput microservices architecture powered by MATLAB for scalable transaction processing.. Role: Backend Engineer.,"[""DCS"", ""Instrumentation"", ""MATLAB"", ""PLC"", ""Team Leadership""]","[""Backend Engineer"", ""MATLAB"", ""Microservices""]","[""Backend Engineer"", ""DCS"", ""Instrumentation"", ""MATLAB"", ""Microservices"", ""PLC"", ""Team Leadership""]",7
proj_0221,NextGen Web Mobile Assistant,NextGen Web Mobile Assistant. Cross-platform mobile application built using Spring Boot to streamline workflow management in Web.. Role: UI/UX Designer.,"[""Communication"", ""Database Administration"", ""Problem Solving"", ""React"", ""Spring Boot""]","[""Spring Boot"", ""UI/UX Designer""]","[""Communication"", ""Database Administration"", ""Problem Solving"", ""React"", ""Spring Boot"", ""UI/UX Designer""]",6
proj_0222,Bio-Inspired Mechanical Diagnostic Pipeline,Bio-Inspired Mechanical Diagnostic Pipeline. Computational genomics and sequence analysis tool leveraging MATLAB for medical diagnostics.. Role: Bioinformatics Specialist.,"[""3D Printing"", ""CATIA"", ""MATLAB"", ""Rapid Prototyping""]","[""Bioinformatics"", ""Bioinformatics Specialist"", ""Genomics"", ""MATLAB""]","[""3D Printing"", ""Bioinformatics"", ""Bioinformatics Specialist"", ""CATIA"", ""Genomics"", ""MATLAB"", ""Rapid Prototyping""]",7
proj_0223,Decentralized Statistical Modeling Smart Platform,Decentralized Statistical Modeling Smart Platform. High-throughput microservices architecture powered by Statistical Modeling for scalable transaction processing.. Role: Full Stack Developer.,"[""Communication"", ""Data Visualization"", ""Statistical Modeling"", ""Team Leadership""]","[""Full Stack Developer"", ""Microservices"", ""Statistical Modeling""]","[""Communication"", ""Data Visualization"", ""Full Stack Developer"", ""Microservices"", ""Statistical Modeling"", ""Team Leadership""]",6
proj_0224,Autonomous Big Data Navigation System,Autonomous Big Data Navigation System. Real-time path planning and obstacle avoidance pipeline utilizing Big Data and sensor fusion.. Role: AI Developer.,"[""Big Data"", ""Data Visualization"", ""SQL"", ""Statistical Modeling"", ""Team Leadership""]","[""Big Data"", ""Obstacle Avoidance"", ""Path Planning"", ""Sensor Fusion""]","[""Big Data"", ""Data Visualization"", ""Obstacle Avoidance"", ""Path Planning"", ""SQL"", ""Sensor Fusion"", ""Statistical Modeling"", ""Team Leadership""]",8
proj_0225,Cloud-Native Automobile Security Shield,Cloud-Native Automobile Security Shield. Zero-trust security monitoring and intrusion detection system using Biostatistics.. Role: Cybersecurity Analyst.,"[""Biostatistics"", ""CRISPR Design"", ""Molecular Biology""]","[""Biostatistics"", ""Cybersecurity"", ""Cybersecurity Analyst""]","[""Biostatistics"", ""CRISPR Design"", ""Cybersecurity"", ""Cybersecurity Analyst"", ""Molecular Biology""]",5
proj_0226,Bio-Inspired CleanTech Diagnostic Pipeline,Bio-Inspired CleanTech Diagnostic Pipeline. Computational genomics and sequence analysis tool leveraging Ethical Hacking for medical diagnostics.. Role: Data Analyst.,"[""Ethical Hacking"", ""Git""]","[""Ethical Hacking"", ""Genomics""]","[""Ethical Hacking"", ""Genomics"", ""Git""]",3
proj_0227,Decentralized Thermodynamics Smart Platform,Decentralized Thermodynamics Smart Platform. High-throughput microservices architecture powered by Thermodynamics for scalable transaction processing.. Role: Backend Engineer.,"[""GD&T"", ""Team Leadership"", ""Thermodynamics""]","[""Backend Engineer"", ""Microservices"", ""Thermodynamics""]","[""Backend Engineer"", ""GD&T"", ""Microservices"", ""Team Leadership"", ""Thermodynamics""]",5
proj_0228,Cloud-Native AI/ML Security Shield,Cloud-Native AI/ML Security Shield. Zero-trust security monitoring and intrusion detection system using AWS.. Role: Cybersecurity Analyst.,"[""AWS"", ""REST API""]","[""AWS"", ""Cybersecurity"", ""Cybersecurity Analyst""]","[""AWS"", ""Cybersecurity"", ""Cybersecurity Analyst"", ""REST API""]",4
proj_0229,Precision Biotech Simulation Suite,Precision Biotech Simulation Suite. High-fidelity finite element modeling and fluid dynamics analysis platform built with SolidWorks.. Role: Simulation Specialist.,"[""Autonomous Navigation"", ""ROS2"", ""SolidWorks""]","[""SolidWorks""]","[""Autonomous Navigation"", ""ROS2"", ""SolidWorks""]",3
proj_0230,IoT-Based Logistics Monitoring Mesh,IoT-Based Logistics Monitoring Mesh. Distributed telemetry network with embedded sensors for real-time Logistics data analysis.. Role: Embedded Systems Developer.,"[""Communication"", ""React"", ""Software Engineering""]","[""Data Analysis"", ""Embedded Systems"", ""Embedded Systems Developer"", ""IoT"", ""Sensors"", ""Telemetry""]","[""Communication"", ""Data Analysis"", ""Embedded Systems"", ""Embedded Systems Developer"", ""IoT"", ""React"", ""Sensors"", ""Software Engineering"", ""Telemetry""]",9
proj_0231,Precision FinTech Simulation Suite,Precision FinTech Simulation Suite. High-fidelity finite element modeling and fluid dynamics analysis platform built with Team Leadership.. Role: CAD/CAE Engineer.,"[""Data Analytics"", ""Financial Modeling"", ""Pitching"", ""Team Leadership""]","[""Team Leadership""]","[""Data Analytics"", ""Financial Modeling"", ""Pitching"", ""Team Leadership""]",4
proj_0232,NextGen AgriTech Mobile Assistant,NextGen AgriTech Mobile Assistant. Cross-platform mobile application built using GIS to streamline workflow management in AgriTech.. Role: Mobile Developer.,"[""Drone Mapping"", ""GIS"", ""IoT Sensors""]","[""AgriTech"", ""GIS"", ""Mobile Developer""]","[""AgriTech"", ""Drone Mapping"", ""GIS"", ""IoT Sensors"", ""Mobile Developer""]",5
